"tramite_audiencia_name","tramite_audiencia_date","tramite_audiencia_numero_processo"
"INSTRUÇÃO","2019-08-26","0021389-46.2017.5.04.0022"
"INSTRUÇÃO","2019-09-02","0021678-06.2017.5.04.0401"
"INICIAL","2019-10-30","0020369-90.2019.5.04.0461"
"INSTRUÇÃO","2019-11-27","0020513-48.2019.5.04.0531"
"PERÍCIA","2020-11-26","0100389-71.2019.5.01.0002"
"OITIVA DE TESTEMUNHAS","2019-06-27","0020635-55.2018.5.04.0221"
"CONCILIAÇÃO","2019-03-19","0021451.70.2014.5.04.0029"
"CONCILIAÇÃO","2019-06-19","0021354-02.2015.5.04.0008"
"INSTRUÇÃO","2020-03-03","0021317-49.2018.5.04.0402"
"INICIAL","2019-07-08","0020251-36.2019.5.04.0002"
"OITIVA DE TESTEMUNHAS","2019-08-07","0000353-95.2019.5.12.0040"
"INSTRUÇÃO","2020-02-12","0021533-68.2018.5.04.0512"
"INSTRUÇÃO","2020-08-06","0021191-78.2018.5.04.0020"
"INSTRUÇÃO","2020-09-16","0020707-54.2018.5.04.0023"
"INSTRUÇÃO","2019-03-20","0021850-15.2017.5.04.0411"
"JULGAMENTO","2019-04-10","0021262-07.2016.5.04.0261"
"JULGAMENTO","2019-03-21","0020955-04.2015.5.04.0030"
"JULGAMENTO","2019-04-24","0020148-47.2016.5.04.0030"
"PERÍCIA","2019-03-26","9011338-23.2018.8.21.0001"
"ENCERRAMENTO DE INSTRUÇÃO","2019-07-11","0011801.19.2016.5.18.0003"
"UNA","2019-04-16","0011125-16.2018.5.15.0058"
"UNA","2019-04-15","0011125-16.2018.5.15.0058"
"JULGAMENTO","2019-03-28","0020454-79.2017.5.04.0030"
"JULGAMENTO","2019-03-28","0020159-76.2016.5.04.0030"
"JULGAMENTO","2019-03-28","0020860-57.2017.5.04.0012"
"JULGAMENTO","2019-03-28","0020218-39.2017.5.04.0027"
"JULGAMENTO - ED","2019-03-28","326829-08.2018.8.21.7000"
"JULGAMENTO","2019-04-04","0021016-52.2016.5.04.0021"
"JULGAMENTO","2019-04-04","0020729-62.2016.5.04.0030"
"PERÍCIA","2019-04-08","0020638-21.2018.5.04.0282"
"PERÍCIA","2019-04-09","311675-81.2017.8.21.7000"
"PERÍCIA","2019-04-10",""
"JULGAMENTO","2019-04-10","0020087-77.2019.5.04.0000"
"JULGAMENTO","2019-04-10","0020148-47.2016.5.04.0030"
"PERÍCIA","2019-04-12",""
"JULGAMENTO","2019-04-11","0020942-46.2016.5.04.0102"
"INICIAL","2019-04-22","0020350-58.2019.5.04.0405"
"INSTRUÇÃO","2019-06-18","0020897-65.2018.5.04.0104"
"INICIAL","2019-05-16","0020256-71.2019.5.04.0030"
"INSTRUÇÃO","2019-06-27","0000125-54.2019.5.07.0010"
"INICIAL","2019-03-25","0021273-48.2018.5.04.0008"
"UNA","2020-02-03","1001606-70.2019.5.02.0011"
"CONCILIAÇÃO","2019-04-24","0011066.98.2016.5.15.0122"
"INICIAL","2020-03-11",""
"INSTRUÇÃO","2019-10-03","1001580-43.2018.5.02.0032"
"INSTRUÇÃO","2019-05-13","1001461-91.2018.5.02.0708"
"UNA","2019-05-07","1000328-65.2019.5.02.0033"
"UNA","2019-05-22",""
"INSTRUÇÃO","2019-10-17","0101268-84.2018.5.01.0076"
"JULGAMENTO","2019-03-28","0020090-86.2016.5.04.0016"
"SENTENÇA","2019-08-02","1001386-88.2018.5.02.0017"
"UNA","2019-09-18","1000656-95.2018.5.02.0205"
"OITIVA DE TESTEMUNHAS","2019-09-30","1001142-82.2018.5.02.0075"
"INSTRUÇÃO","2019-04-29","1001540-88.2018.5.02.0023"
"PERÍCIA","2019-04-03","1001386-88.2018.5.02.0017"
"SUSTENTAÇÃO ORAL","2019-04-11","1000858.03.2017.5.02.0013"
"JULGAMENTO","2019-03-27","0021410-75.2014.5.04.0006"
"INSTRUÇÃO","2019-08-20","0101222-57.2018.5.01.0024"
"OITIVA DE TESTEMUNHAS","2019-07-17","1000412.51.2018.5.02.0017"
"INICIAL","2019-05-16","0010347-72.2019.5.15.0038"
"INICIAL","2019-05-16","0010349-42.2019.5.15.0038"
"JULGAMENTO","2019-07-25","0001017-19.2018.4.03.6306"
"INSTRUÇÃO","2019-05-02","0001010-64.2018.5.13.0001"
"INSTRUÇÃO","2019-10-29","0021153-48.2018.5.04.0026"
"SENTENÇA","2019-04-04","1000136-82.2019.5.02.0373"
"UNA","2019-05-06","1000333-54.2019.5.02.0044"
"INICIAL","2019-05-13","1000340-40.2019.5.02.0046"
"UNA","2019-06-04","1000329-71.2019.5.02.0705"
"INSTRUÇÃO","2019-10-17","1001510-55.2018.5.02.0087"
"JULGAMENTO","2019-03-04","0102800-86.2009.5.04.0024"
"JULGAMENTO","2019-04-02","0021152-37.2017.5.04.0531"
"CONCILIAÇÃO","2019-04-05","1001228.30.2016.5.02.0073"
"INICIAL","2019-04-08","0022351-48.2018.5.04.0341"
"JULGAMENTO","2019-04-10","0000918-11.2013.5.04.0002"
"CONCILIAÇÃO","2019-04-11","0021295-41.2016.5.04.0020"
"INICIAL","2019-04-26","1000446-71.2019.5.02.0605"
"INSTRUÇÃO","2019-08-06","0020868-21.2018.5.04.0102"
"JULGAMENTO","2019-04-03","5004041-83.2018.4.04.7100"
"UNA","2019-06-06","1000258-44.2019.5.02.0002"
"INICIAL","2019-07-03","0020184-96.2019.5.04.0123"
"UNA","2019-06-27","0101328-05.2018.5.01.0061"
"INSTRUÇÃO","2019-03-25","1001540-88.2018.5.02.0023"
"OITIVA DE TESTEMUNHAS","2019-06-24","0020187-14.2019.5.04.0006"
"JULGAMENTO - VIRTUAL","2020-10-29","5032886-41.2019.8.21.0001"
"JULGAMENTO","2019-03-11","0001138-94.2013.5.04.0006"
"JULGAMENTO","2019-03-27","0021046-50.2016.5.04.0001"
"INSTRUÇÃO","2020-02-20","0000105-51.2019.5.06.0023"
"INSTRUÇÃO","2020-04-14","0021350-39.2018.5.04.0402"
"OITIVA DE TESTEMUNHAS","2019-07-01","0020144-62.2019.5.04.0302"
"PERÍCIA","2019-03-28","048/1.17.0000616-6"
"PERÍCIA","2019-04-22","0000563-42.2018.5.09.0016"
"JULGAMENTO","2019-03-27","0021273-84.2014.5.04.0009"
"INSTRUÇÃO","2019-08-06","0020016-40.2019.5.04.0141"
"INSTRUÇÃO","2019-07-09","0101261-22.2018.5.01.0067"
"JULGAMENTO - ED","2019-03-27","372587-10.2018.8.21.7000"
"INSTRUÇÃO","2019-12-12","1001246-75.2018.5.02.0301"
"JULGAMENTO","2019-03-27",""
"JULGAMENTO","2019-03-27","0021093-55.2016.5.04.0023"
"JULGAMENTO","2019-03-27","0022010-53.2016.5.04.0030"
"ENCERRAMENTO DE INSTRUÇÃO","2019-04-11","0001039-05.2018.5.13.0005"
"INSTRUÇÃO","2019-08-20","1000141.33.2018.5.02.0020"
"JULGAMENTO","2019-03-28","0020454-79.2017.5.04.0030"
"JULGAMENTO","2019-04-04","0102800-86.2009.5.04.0024"
"JULGAMENTO","2019-04-04","0102800-86.2009.5.04.0024"
"PERÍCIA","2019-04-08","10003004820198260108"
"JULGAMENTO","2019-04-11","0001138-94.2013.5.04.0006"
"JULGAMENTO","2019-04-10","0020631-52.2017.5.04.0221"
"CONCILIAÇÃO","2019-04-11","0020618-68.2017.5.04.0022"
"PERÍCIA","2019-04-15","5042395-80.2018.4.04.7100"
"PERÍCIA","2019-04-22","9005540-47.2019.8.21.0001"
"PERÍCIA","2019-04-22",""
"JULGAMENTO","2019-05-08","0020136-41.2017.5.04.0016"
"JULGAMENTO","2019-05-08","0020136-41.2017.5.04.0016"
"CONCILIAÇÃO","2019-05-22","0020773-94.2018.5.04.0003"
"INSTRUÇÃO","2019-05-29","0020773-94.2018.5.04.0003"
"JULGAMENTO","2019-03-27","0020793-43.2014.5.04.0030"
"JULGAMENTO","2019-03-28","0020113-11.2017.5.04.0141"
"JULGAMENTO","2019-03-28","345729-39.2018.8.21.7000"
"INSTRUÇÃO","2019-05-14","0020115-74.2017.5.04.0013"
"INSTRUÇÃO","2019-05-30","0021679-52.2016.5.04.0004"
"INSTRUÇÃO","2019-09-19","0020875-13.2018.5.04.0102"
"INSTRUÇÃO","2019-12-03","0021183-83.2018.5.04.0026"
"INICIAL","2019-07-04","0020281-44.2019.5.04.0205"
"CONCILIAÇÃO","2019-03-25","0022230-93.2016.5.04.0404"
"CONCILIAÇÃO","2019-03-27","0020633-56.2015.5.04.0006"
"OITIVA DE TESTEMUNHAS","2019-03-29","CP0001279-95.2018.5.12.0045"
"INSTRUÇÃO","2019-08-14","0020400-83.2018.5.04.0352"
"INSTRUÇÃO","2019-08-14","0020397-31.2018.5.04.0352"
"JULGAMENTO","2019-12-12","0020874-22.2018.5.04.0104"
"JULGAMENTO - ED","2019-03-28","25983-30.2019.8.21.7000"
"CONCILIAÇÃO","2019-07-30","001/1.19.0007733-8"
"UNA","2020-05-19","0021154-60.2018.5.04.0017"
"INSTRUÇÃO","2020-10-20","0021182-10.2018.5.04.0023"
"CONCILIAÇÃO","2019-04-08","0130626.82.2015.5.13.0006"
"INSTRUÇÃO","2019-07-23",""
"INSTRUÇÃO","2019-09-24","0020052-05.2019.5.04.0102"
"INSTRUÇÃO","2019-05-06","0021521-26.2017.5.04.0662"
"SENTENÇA","2019-04-15","0001251-84.2018.5.19.0061"
"OITIVA DE TESTEMUNHAS","2019-05-15","0020145-72.2019.5.04.0811"
"JULGAMENTO","2019-04-02","0021867-06.2016.5.04.0017"
"JULGAMENTO","2019-04-11","0021251-84.2014.5.04.0022"
"JULGAMENTO","2019-04-09","0021776-04.2016.5.04.0020"
"JULGAMENTO","2019-04-10","0020518.57.2014.5.04.0301"
"JULGAMENTO","2019-05-02","0000180-37.2011.5.04.0020"
"JULGAMENTO","2019-04-11","0021891-37.2016.5.04.0404"
"JULGAMENTO","2019-04-10","349283-79.2018.8.21.7000"
"JULGAMENTO","2019-04-15","5004041-83.2018.4.04.7100"
"PERÍCIA","2019-04-29","9072706-33.2018.8.21.0001"
"PERÍCIA","2019-04-27","5058282-07.2018.4.04.7100"
"INSTRUÇÃO","2019-05-23","0021387-52.2017.5.04.0030"
"INSTRUÇÃO","2019-05-23","0020872-52.2018.5.04.0104"
"INICIAL","2019-05-07","0020325-75.2019.5.04.0007"
"OITIVA DE TESTEMUNHAS","2019-04-22","1000249.36.2019.5.02.0373"
"INSTRUÇÃO","2019-06-14","1001581.29.2016.5.02.0313"
"PERÍCIA","2019-04-05","1001265-71.2018.5.02.0078"
"INSTRUÇÃO","2019-04-25","1001820-93.2017.5.02.0702"
"INICIAL","2019-05-07","0020325-75.2019.5.04.0007"
"INICIAL","2019-05-07","0020325-75.2019.5.04.0007"
"INICIAL","2019-05-07","0020325-75.2019.5.04.0007"
"INICIAL","2019-05-07","0020325-75.2019.5.04.0007"
"ENCERRAMENTO DE INSTRUÇÃO","2019-11-11","1001444-66.2018.5.02.0381"
"UNA","2019-07-05","1001630-38.2018.5.02.0204"
"CONCILIAÇÃO","2019-07-10","0020650-18.2018.5.04.0029"
"JULGAMENTO","2019-04-03","0022447-31.2015.5.04.0030"
"INSTRUÇÃO","2019-04-03","1002306-76.2016.5.02.0714"
"INSTRUÇÃO","2019-08-08","1002347-93.2017.5.02.0201"
"INSTRUÇÃO","2020-04-23","0020033-94.2019.5.04.0232"
"INSTRUÇÃO","2020-05-12","0021157-91.2018.5.04.0024"
"CONCILIAÇÃO","2019-05-02","019/1.18.0017514-8"
"INSTRUÇÃO","2019-05-10","1001806-45.2017.5.02.0012"
"INICIAL","2019-03-25","0021140-58.2018.5.04.0023"
"INSTRUÇÃO","2019-03-26","0020370-19.2018.5.04.0782"
"OITIVA DE TESTEMUNHAS","2019-03-25","1001605-53.2018.5.02.0421"
"JULGAMENTO","2019-04-04","0021251-84.2014.5.04.0022"
"UNA","2019-07-17","0010414-49.2019.5.15.0034"
"OITIVA DE TESTEMUNHAS","2019-07-23","1001651.72.2018.5.02.0023"
"INSTRUÇÃO","2019-05-15","0011090-71.2018.5.15.0150"
"CONCILIAÇÃO","2019-05-02","0000390-54-2012-5-02-0038"
"INSTRUÇÃO","2019-08-28","0101991-76.2017.5.01.0064"
"UNA","2019-06-11","1000258.24.2019.5.02.0332"
"JULGAMENTO","2019-04-24","0021676-94.2016.5.04.0005"
"INICIAL","2019-04-23","0020427-79.2019.5.04.0401"
"INICIAL","2019-04-23","0020427-79.2019.5.04.0401"
"INICIAL","2019-04-23","0020427-79.2019.5.04.0401"
"INICIAL","2019-04-23","0020427-79.2019.5.04.0401"
"INSTRUÇÃO","2019-05-14","0020272-15.2018.5.04.0271"
"CONCILIAÇÃO","2019-07-01","001/1.05.0077325-8"
"UNA","2019-05-23","0021261-37.2018.5.04.0007"
"OITIVA DE TESTEMUNHAS","2019-06-18","0020319-38.2019.5.04.0017"
"INSTRUÇÃO","2019-09-23","1000750-25.2018.5.02.0017"
"UNA","2019-07-11","1000393-74.2019.5.02.0384"
"INICIAL","2019-06-04","1000432-13.2019.5.02.0371"
"INICIAL","2019-04-23","0010312-16.2019.5.03.0178"
"INICIAL","2019-05-27","0010442-05.2019.5.15.0038"
"INICIAL","2019-06-04","1000426-06.2019.5.02.0371"
"INICIAL","2019-07-29","0101249-85.2018.5.01.0009"
"PERÍCIA","2019-04-08",""
"INSTRUÇÃO","2019-06-25","0101797-72.2017.5.01.0033"
"CONCILIAÇÃO","2019-05-27","0010464.06.2016.5.15.0091"
"INSTRUÇÃO","2019-04-03","0020648-90.2018.5.04.0403"
"INSTRUÇÃO","2019-04-11","0020279-71.2018.5.04.0282"
"JULGAMENTO","2019-12-12","0020329-43.2017.5.04.0861"
"UNA","2019-08-07","0100318-06.2019.5.01.0023"
"CONCILIAÇÃO","2019-04-24","0130626.82.2015.5.13.0006"
"INSTRUÇÃO","2019-09-09","0021064-43.2018.5.04.0020"
"INICIAL","2019-08-13","0021201-55.2018.5.04.0010"
"CONCILIAÇÃO","2019-04-04","0000353-39.2013.5.04.0231"
"INICIAL","2019-05-09","0000204-29.2019.5.13.0022"
"INSTRUÇÃO","2019-05-21","0000083-33.2019.5.21.0004"
"INSTRUÇÃO","2019-12-06","0022351-48.2018.5.04.0341"
"PERÍCIA","2019-04-10","0021144-74.2018.5.04.0030"
"INSTRUÇÃO","2019-04-09","0021381-23.2017.5.04.0005"
"OITIVA DE TESTEMUNHAS","2019-04-29","0010694-11.2018.5.03.0027"
"JULGAMENTO","2019-04-09","0021092-90.2017.5.04.0102"
"INSTRUÇÃO","2019-03-14","0020268-45.2018.5.04.0281"
"INSTRUÇÃO","2019-10-08","0021139-67.2018.5.04.0025"
"JULGAMENTO","2019-04-12",""
"JULGAMENTO","2019-04-16","0022001-91.2016.5.04.0030"
"JULGAMENTO","2019-04-25","0020696-09.2014.5.04.0009"
"JULGAMENTO - ED","2019-04-18","49014-79.2019.8.21.7000"
"JULGAMENTO - ED","2019-04-18","51067-33.2019.8.21.7000"
"PERÍCIA","2019-05-08","9039620-71.2018.8.21.0001"
"PERÍCIA","2019-05-24","9061283-13.2017.8.21.0001"
"SENTENÇA","2019-05-31","0021005-06.2018.5.04.0004"
"OITIVA DE TESTEMUNHAS","2019-06-06","0020322-20.2019.5.04.0202"
"INSTRUÇÃO","2019-06-12","0020863-77.2018.5.04.0561"
"JULGAMENTO","2019-04-10","0021262-07.2016.5.04.0261"
"PERÍCIA","2019-04-11","165/1.16.0001873-8"
"JULGAMENTO","2019-04-10","0000918-11.2013.5.04.0002"
"JULGAMENTO","2019-04-10","0021106-30.2015.5.04.0010"
"INSTRUÇÃO","2019-12-04","0021204-37.2018.5.04.0001"
"INICIAL","2020-02-27","0011789-73.2019.5.15.0038"
"JULGAMENTO","2019-04-10","0020117-95.2018.5.04.0017"
"JULGAMENTO - ED","2019-12-13",""
"INSTRUÇÃO","2019-04-15","0021182-23.2017.5.04.0030"
"INSTRUÇÃO","2020-05-18","0020352-75.2017.5.04.0024"
"INSTRUÇÃO","2019-08-20","0020638-21.2018.5.04.0282"
"UNA","2019-08-08","1000411-45.2019.5.02.0045"
"INSTRUÇÃO","2019-09-02","0021856-40.2017.5.04.0405"
"UNA","2019-09-19","0010148-68.2019.5.15.0032"
"INICIAL","2019-09-19","0020646-50.2019.5.04.0027"
"PERÍCIA","2019-04-15","5035446-40.2018.4.04.7100"
"INSTRUÇÃO","2019-07-23","0100667-47.2018.5.01.0248"
"INSTRUÇÃO","2019-07-03","1001430-11.2018.5.02.0049"
"INICIAL","2019-03-29","0020875-13.2018.5.04.0102"
"UNA","2019-05-21","1000408-16.2019.5.02.0005"
"JULGAMENTO","2019-04-30","1001065.60.2017.5.02.0705"
"UNA","2019-06-17","0010499-90.2019.5.15.0145"
"INICIAL","2019-05-21","0020249-13.2019.5.04.0731"
"JULGAMENTO","2019-04-24","0020080-73.2015.5.04.0405"
"JULGAMENTO","2019-04-24","368852-66.2018.8.21.7000"
"JULGAMENTO","2019-04-25","8476-56.2019.8.21.7000"
"JULGAMENTO - ED","2019-04-25","17983-41.2019.8.21.7000"
"JULGAMENTO","2019-04-24","0021708-53.2017.5.04.0203"
"JULGAMENTO","2019-05-08","0020518.57.2014.5.04.0301"
"JULGAMENTO","2019-05-15","0020117-95.2018.5.04.0017"
"UNA","2019-05-28","1000258.24.2019.5.02.0332"
"OITIVA DE TESTEMUNHAS","2019-05-20","1000449-46.2019.5.02.0372"
"INICIAL","2019-05-30","1000417-97.2019.5.02.0709"
"INSTRUÇÃO","2019-07-15","0020745-20.2018.5.04.0006"
"INICIAL","2019-05-30","0020069-38.2019.5.04.0006"
"JULGAMENTO","2019-05-30","0021175-87.2017.5.04.0561"
"JULGAMENTO","2019-05-30","0021541-16.2016.5.04.0027"
"INICIAL","2019-06-04","0020329-13.2019.5.04.0331"
"UNA","2019-06-19","1000424-75.2019.5.02.0067"
"INICIAL","2019-06-27","0100389-71.2019.5.01.0002"
"JULGAMENTO - VIRTUAL","2020-10-20","5042487-24.2019.4.04.7100"
"PERÍCIA","2019-12-18","0021162-73.2019.5.04.0026"
"CONCILIAÇÃO","2019-04-15","001/1.19.0019116-5"
"JULGAMENTO","2019-04-12",""
"PERÍCIA","2019-04-12",""
"INSTRUÇÃO","2019-09-03","0021345-08.2018.5.04.0405"
"INSTRUÇÃO","2019-08-22","0101011-76.2018.5.01.0038"
"JULGAMENTO","2019-04-15","5012708-58.2018.4.04.7100"
"INICIAL","2019-05-08","0010248-33.2019.5.15.0061"
"SUSTENTAÇÃO ORAL","2019-04-25","1000386.05.2017.5.02.0012"
"INSTRUÇÃO","2019-11-27","0000610-49.2018.5.09.0005"
"UNA","2019-05-14","1000438-12.2019.5.02.0018"
"INICIAL","2019-05-16","1000446-71.2019.5.02.0605"
"INSTRUÇÃO","2019-04-22","1001491-26.2018.5.02.0030"
"INSTRUÇÃO","2019-09-03","1001316-85.2017.5.02.0056"
"OITIVA DE TESTEMUNHAS","2019-07-23","1000283.14.2019.5.02.0372"
"UNA","2019-08-14","0010379-67.2019.5.15.0009"
"INICIAL","2019-08-26","0020376-80.2019.5.04.0009"
"INSTRUÇÃO","2019-09-09","0020350-58.2019.5.04.0405"
"INICIAL","2019-04-15","0021108-89.2018.5.04.0011"
"INSTRUÇÃO","2019-08-28","1001519-19.2018.5.02.0054"
"INICIAL","2019-04-10","0021204-37.2018.5.04.0001"
"SENTENÇA","2019-06-07","1000035-51.2018.5.02.0447"
"INSTRUÇÃO","2019-09-10","0020460-70.2018.5.04.0121"
"UNA","2020-04-13","0021154-42.2018.5.04.0023"
"JULGAMENTO","2019-04-25","386725-79.2018.8.21.7000"
"PERÍCIA","2019-05-07","5010585-53.2019.4.04.7100"
"JULGAMENTO","2019-04-29",""
"JULGAMENTO","2019-04-30","5017123-26.2014.4.04.7100"
"JULGAMENTO","2019-05-02","0020749-23.2017.5.04.0352"
"JULGAMENTO","2019-05-16","0000180-37.2011.5.04.0020"
"UNA","2019-05-30","0020651-65.2018.5.04.0461"
"INICIAL","2019-06-04","0020249-13.2019.5.04.0731"
"UNA","2019-07-23","0101215.03.2018.5.01.0077"
"OITIVA DE TESTEMUNHAS","2019-06-18","0100298-77.2019.5.01.0261"
"JULGAMENTO","2019-04-16","0020738-27.2016.5.04.0029"
"INSTRUÇÃO","2019-08-19","0020679-11.2017.5.04.0027"
"JULGAMENTO","2019-11-28",""
"INSTRUÇÃO","2019-10-24","0021027-02.2018.5.04.0251"
"INSTRUÇÃO","2019-05-03","0021564-91.2017.5.04.0005"
"INSTRUÇÃO","2019-07-16","0020743-67.2016.5.04.0702"
"INICIAL","2019-07-17","0020391-04.2019.5.04.0024"
"JULGAMENTO","2019-07-18",""
"UNA","2019-08-12","1000713-65.2019.5.02.0242"
"UNA","2019-06-17","1000475-83.2019.5.02.0068"
"INICIAL","2019-05-29","0010509-77.2019.5.15.0067"
"JULGAMENTO","2019-04-25","0020329-36.2019.5.04.0000"
"PERÍCIA","2019-04-26","1001430-11.2018.5.02.0049"
"INSTRUÇÃO","2019-08-20","1001063-10.2018.5.02.0009"
"INSTRUÇÃO","2019-10-30","0012229-02.2017.5.15.0083"
"SUSTENTAÇÃO ORAL","2019-05-15","1000399.76.2017.5.02.0085"
"OITIVA DE TESTEMUNHAS","2019-06-03","0000002-32.2019.5.05.0036"
"INSTRUÇÃO","2019-04-23","0020414-38.2018.5.04.0782"
"PERÍCIA","2019-04-24","00131041920184036302"
"INICIAL","2019-04-15","0021345-08.2018.5.04.0405"
"INSTRUÇÃO","2019-04-24","0021176-16.2017.5.04.0030"
"CONCILIAÇÃO","2019-05-22","0020753-31.2016.5.04.0761"
"JULGAMENTO","2019-04-24","0020083-28.2015.5.04.0017"
"CONCILIAÇÃO","2019-04-29","0021237-10.2017.5.04.0406"
"JULGAMENTO","2019-04-29","0020200-31.2019.5.04.0000"
"JULGAMENTO","2019-04-30","0021010-88.2017.5.04.0351"
"PERÍCIA","2019-05-08","5073988-30.2018.4.04.7100"
"INSTRUÇÃO","2019-05-07","0021310-51.2018.5.04.0404"
"JULGAMENTO","2019-05-15","0022001-91.2016.5.04.0030"
"INICIAL","2019-05-14","0020532-56.2019.5.04.0401"
"INICIAL","2019-05-21","0020509-98.2019.5.04.0405"
"OITIVA DE TESTEMUNHAS","2019-07-10",""
"INICIAL","2019-06-12","0020413-44.2019.5.04.0030"
"UNA","2019-06-25","0020551-53.2019.5.04.0404"
"INSTRUÇÃO","2019-06-19","0020479-07.2017.5.04.0511"
"INSTRUÇÃO","2019-06-27","0021861-71.2017.5.04.0402"
"INSTRUÇÃO","2019-06-26","0021138-12.2018.5.04.0016"
"JULGAMENTO - VIRTUAL","2020-10-29",""
"INSTRUÇÃO","2020-01-30","0021027-02.2018.5.04.0251"
"INSTRUÇÃO","2019-07-24","0021861-71.2017.5.04.0402"
"INSTRUÇÃO","2019-07-15","0021817-52.2017.5.04.0402"
"INSTRUÇÃO","2019-11-06","0021191-78.2018.5.04.0020"
"INICIAL","2019-04-22","0021310-51.2018.5.04.0404"
"INICIAL","2019-04-23","0021117-06.2018.5.04.0026"
"INICIAL","2019-04-23","0020427-79.2019.5.04.0401"
"INSTRUÇÃO","2019-04-23","0021912-85.2017.5.04.0401"
"INICIAL","2019-04-25","0021156-97.2018.5.04.0027"
"INSTRUÇÃO","2019-07-15","0020196-25.2014.5.04.0402"
"INSTRUÇÃO","2020-05-25","0021117-06.2018.5.04.0026"
"INSTRUÇÃO","2019-08-26","0021540-33.2017.5.04.0403"
"INSTRUÇÃO","2019-09-26","0020853-52.2018.5.04.0102"
"INSTRUÇÃO","2020-03-17","0021147-16.2018.5.04.0002"
"JULGAMENTO","2019-04-24","0020337.87.2013.5.04.0011"
"JULGAMENTO","2019-04-24","0000890-14.2012.5.04.0023"
"CONCILIAÇÃO","2019-04-17","001/1.16.0023852-2"
"UNA","2019-09-11","0020674-89.2017.5.04.0511"
"CONCILIAÇÃO","2019-05-14","0020950-89.2017.5.04.0004"
"CONCILIAÇÃO","2019-05-08","0020753-31.2016.5.04.0761"
"JULGAMENTO","2019-05-08","9023032-23.2017.8.21.0001"
"JULGAMENTO","2019-05-09","0021668-58.2016.5.04.0251"
"JULGAMENTO","2019-05-09","0022270-81.2016.5.04.0402"
"INICIAL","2019-05-08","0020174-52.2019.5.04.0802"
"PERÍCIA","2019-05-15","306337-29.2017.8.21.7000"
"JULGAMENTO","2019-05-16","0021852-49.2016.5.04.0401"
"PERÍCIA","2019-05-17","9005540-47.2019.8.21.0001"
"INICIAL","2019-05-27","0020415-59.2019.5.04.0403"
"INICIAL","2019-05-27","0020280-85.2019.5.04.0261"
"INICIAL","2019-06-19","0020855-22.2018.5.04.0102"
"INSTRUÇÃO","2019-06-18","0020479-07.2017.5.04.0511"
"INICIAL","2019-12-10","0011008-77.2019.5.18.0261"
"JULGAMENTO","2019-07-04","0022529-37.2016.5.04.0512"
"OITIVA DE TESTEMUNHAS","2019-07-10","0020276-95.2019.5.04.0601"
"JULGAMENTO","2019-05-07",""
"JULGAMENTO","2019-04-23",""
"JULGAMENTO","2019-04-24","366559-26.2018.8.21.7000"
"JULGAMENTO","2019-04-24","79794-02.2019.8.21.7000"
"INSTRUÇÃO","2019-12-09","0021156-97.2018.5.04.0027"
"INSTRUÇÃO","2019-11-11","0021121-40.2018.5.04.0027"
"CONCILIAÇÃO","2019-05-29","0000523.62.2014.5.06.0023"
"INSTRUÇÃO","2020-01-27","0021920-14.2018.5.04.0341"
"JULGAMENTO","2019-04-29","5073641-02.2015.4.04.7100"
"SENTENÇA","2019-04-30","0020748-57.2018.504.0302"
"INSTRUÇÃO","2019-11-21","0021920-14.2018.5.04.0341"
"CONCILIAÇÃO","2019-04-30","0020310-46.2019.5.04.0027"
"INSTRUÇÃO","2019-04-29","1001514-85.2018.5.02.0057"
"JULGAMENTO","2019-05-07","0021456-85.2015.5.04.0020"
"JULGAMENTO","2019-05-07","0020280-78.2017.5.04.0383"
"INSTRUÇÃO","2019-05-06","0021329-63.2018.5.04.0402"
"HOMOLOGAÇÃO","2019-05-27","0101208.06.2016.5.01.0069"
"JULGAMENTO","2019-05-08","0022050-43.2017.5.04.0404"
"JULGAMENTO","2019-05-08","0020958-36.2017.5.04.0014"
"JULGAMENTO","2019-05-08","0021488-04.2016.5.04.0005"
"CONCILIAÇÃO","2019-05-07","0020909-31.2018.5.04.0702"
"PERÍCIA","2019-05-14","0000540-90.2017.5.19.0004"
"JULGAMENTO","2019-05-16","0021852-49.2016.5.04.0401"
"PERÍCIA","2019-05-14","5010585-53.2019.4.04.7100"
"PERÍCIA","2019-05-15","5006724-93.2018.4.04.7100"
"JULGAMENTO","2019-05-15","0021861-69.2016.5.04.0026"
"JULGAMENTO","2019-05-16","0020820-58.2016.5.04.0029"
"JULGAMENTO","2019-05-17",""
"INSTRUÇÃO","2019-05-23","0020381-33.2017.5.04.0281"
"OITIVA DE TESTEMUNHAS","2019-08-12","0000282-16.2019.5.12.0001"
"JULGAMENTO","2019-05-30","0020872-78.2015.5.04.0291"
"JULGAMENTO","2019-05-30","0021108-03.2016.5.04.0030"
"INSTRUÇÃO","2020-06-17","0021162-32.2017.5.04.0030"
"INSTRUÇÃO","2020-06-17","0020818-17.2018.5.04.0030"
"OITIVA DE TESTEMUNHAS","2019-04-30","0001630-35.2018.5.12.0056"
"JULGAMENTO","2019-04-30","5057298-57.2017.4.04.7100"
"JULGAMENTO","2019-04-25","27257-29.2019.8.21.7000"
"JULGAMENTO","2019-02-28","0001017-19.2018.4.03.6306"
"PERÍCIA","2019-06-27","0021143-89.2018.5.04.0030"
"UNA","2019-06-25","0020498-72.2019.5.04.0404"
"CONCILIAÇÃO","2020-10-21","0001261.84.2015.5.02.0004"
